affectionate,2
affections,4
affiliation,1
affinity,1
affirm,1
affirmative,3
affirmed,1
afflicted,1
affliction,1
afford,8
afforded,11
affording,6
affront,1
afghan,1
afghanistan,1
afield,1
aflame,1
afloat,1
afraid,23
africa,10
african,4
africans,2
after,274
afternoon,14
afterward,16
afterwards,22
again,108
againhere,1
againjust,1
againof,1
against,333
age,40
aged,1
agelong,1
agencies,11
agency,8
agent,9
agents,19
ages,1
ageschafer,1
aggravated,2
aggravatedly,1
aggregations,2
aggression,5
aggressive,1
aggressor,1
aggressors,2
aggrieved,1
agile,1
agitated,2
agitation,26
agitationmcmaster,1
agitations,1
agitator,2
agitators,4
ago,26
agog,1
agonies,2
agony,3
agoto,1
agra,1
agrarian,6
agree,10
agreed,28
agreeing,4
agreement,20
agreements,2
agreementthe,1
agrees,1
agricultural,17
agriculturalist,1
agriculturalthe,1
agriculture,44
agriculturecoman,1
agriculturein,1
agriculturists,1
aguinaldo,1
ah,35
ahead,4
aid,55
aided,11
aides,1
aiding,2
aids,1
aidthe,1
aim,1
aimed,6
air,32
airplane,1
aisle,1
ajar,1
akimbo,1
akin,6
al,1
alabama,25
alabamaacross,1
alacrityan,1
alamance,1
alamo,1
alarm,18
alarmed,12
alarmeda,1
alarmedmen,1
alarming,2
alas,3
alaska,6
alaskan,1
albany,13
albert,6
albuquerque,1
alder,1
aldermen,1
aldersgate,1
aldershot,1
alert,2
alertness,1
alexander,9
alexandria,3
alexis,1
alfalfa,1
algebra,1
algiers,1
algonquins,1
alias,1
alice,11
alices,1
alicia,1
alien,11
alienated,2
alienating,1
aliens,5
align,1
alike,12
alive,20
all,935
allay,2
allayed,2
allays,1
allcomprehensive,1
alleged,11
alleghanies,3
allegheny,1
allegiance,13
allegianceas,1
alleging,1
allegro,2
alley,1
alleys,1
allher,1
alliance,22
alliancehart,1
alliancehe,1
alliances,2
allied,9
allies,2
allimportant,2
allnight,2
allotted,1
allow,10
allowance,3
allowed,20
allowing,6
allows,1
alls,1
allude,1
alluded,1
alluring,1
allusion,4
allusions,1
alluvial,1
allwater,1
ally,1
almanac,1
almanacs,2
almighty,1
almost,84
aloe,1
alone,66
along,62
aloud,1
aloysius,5
alpha,7
alps,1
already,90
also,155
alsobut,1
altar,7
altars,1
alter,3
alteration,1
alterations,3
altered,5
alternately,2
alternating,1
alternation,1
alternative,6
alternatively,2
alternatives,1
altgeld,1
although,41
altogether,13
alton,2
always,72
am,185
amalgam,2
amass,1
amateur,2
amazement,1
amazing,2
amazingly,1
ambassador,10
ambiguity,1
ambiguous,1
ambition,5
ambitions,3
ambitious,3
amend,1
amended,2
amending,1
amendment,43
amendmentcontrast,1
amendments,10
amendmentsa,1
amendmentthe,1
amendmentthese,1
amendmentwhen,1
america,241
americaas,1
americacallender,1
americahow,1
americaimportant,1
americain,1
americamacdonald,1
american,566
americanization,1
americanjapanese,1
americanmade,1
americans,68
americas,4
americaseeing,1
americaspecial,1
americathe,1
americathis,1
americato,1
americawoodrow,1
amethyst,1
amiable,6
amicable,1
amicably,1
amid,24
amiens,1
amiss,1
amity,3
ammunition,1
amnesty,11
among,167
amongst,1
amorys,1
amos,1
amount,18
amounted,4
amounting,3
amounts,3
amoy,1
ample,5
amplifying,1
amply,2
amsterdam,3
amuse,2
amused,2
amusement,3
amusementa,1
amusing,3
an,830
ana,2
analogy,1
analysis,11
analytical,3
analyze,1
analyzed,1
anarchical,1
anarchist,1
anarchists,1
anarchiststerms,1
anarchy,5
anatomy,1
ancestors,2
ancestral,1
ancestry,1
anchor,1
anchors,1
ancient,23
ancients,1
and,8227
andandwell,1
anderson,1
andover,1
andrew,19
andrews,1
andros,4
androsfiske,1
andso,1
anecdotes,1
anew,3
angel,19
angeles,2
angels,1
angelwas,1
anger,16
angle,7
anglican,6
anglicans,4
angloamerican,2
angloman,1
anglomen,1
anglosaxon,2
anglosaxons,1
angrily,1
angry,19
anguish,1
animal,4
animals,2
animated,2
animation,1
animosities,1
animus,1
anita,1
ankles,1
annal,1
annals,2
annapolis,4
anne,3
annes,1
annexation,20
annexationa,1
annexationall,1
annexationthe,1
annexed,4
annexing,1
annihilated,1
anniversaries,1
anniversary,1
announce,5
announced,27
announcement,9
announcing,1
annoyance,3
annoyed,2
annual,11
annually,7
annulled,6
annulledhe,1
annulling,2
annulment,3
anoints,1
another,129
anstruther,1
answer,47
answerable,1
answered,68
answering,5
answerjust,1
answers,5
answerto,1
antagonism,2
antagonist,2
antebellum,1
antecedents,1
anteroom,1
anthony,2
anthracite,1
anticipated,4
anticipating,3
anticipation,1
antics,1
antietam,2
antifederalist,1
antifederalists,9
antimonopolists,1
antipathy,1
antipodes,1
antiquity,2
antislavery,11
antitrust,6
antiwar,1
antoinette,1
antonio,3
anxieties,1
anxiety,14
anxious,19
anxiously,5
any,336
anybody,2
anyhow,3
anyone,25
anything,66
anywhere,9
apace,2
apache,1
apaches,1
apart,3
apartment,4
apathy,1
aperture,3
apex,1
apiece,4
apocalyptic,1
apologies,4
apologise,1
apologize,2
apologized,1
apology,8
apostle,1
apostles,3
appalachian,3
appalachians,8
appalling,3
apparelled,1
apparent,6
apparently,11
apparition,1
appeal,31
appealed,7
appealing,2
appeals,8
appear,12
appearance,23
appearances,3
appeared,56
appearing,1
appears,20
appease,1
appeased,1
appeasing,1
appellate,2
appendages,2
appendix,3
applaud,1
applause,4
applicable,2
applicant,2
application,7
applications,1
applied,23
apply,15
applying,7
appoint,1
appointed,30
appointees,2
appointment,16
appointments,3
appomattox,2
apportioned,7
apportioning,1
apportionment,3
appraise,2
appreciate,3
appreciated,4
appreciation,1
apprentice,1
apprenticed,1
apprentices,2
approach,6
approached,10
approaching,7
approbation,1
appropriate,9
appropriated,3
appropriately,2
appropriating,1
appropriation,4
appropriations,3
approval,26
approve,6
approved,25
approving,2
approvingly,1
approximately,5
april,21
apt,1
aptitude,1
aqueducts,1
aquiline,2
arabia,1
arabian,1
arable,3
arabs,1
arat,1
arbitrament,1
arbitrarily,1
arbitrary,9
arbitrate,2
arbitratedindeed,1
arbitration,16
arcandcompass,1
arch,1
archbishop,1
archbishops,2
archduke,1
archery,1
archie,1
archipelago,1
architects,1
architecture,1
archive,5
arctic,1
ardent,8
ardor,2
arduous,4
are,480
area,19
areas,4
arena,5
argue,2
argued,8
argument,16
arguments,15
argus,1
arid,5
aridity,3
aright,1
arise,4
arising,2
aristocracies,1
aristocracy,12
aristocrat,2
aristocratic,10
aristocrats,1
arizona,12
arizonians,1
arkansas,14
arkansasbelow,1
arkansasthe,1
arm,15
armada,2
armaments,2
armchair,12
armchairs,1
armed,32
armies,13
armiesthe,1
armistice,1
armitage,1
armitagepercy,1
armitagethe,1
armory,1
armour,1
arms,54
army,80
arnold,5
arnsworth,1
arose,16
arosemen,1
around,31
arouse,4
aroused,18
arousing,3
arraigned,1
arrange,2
arranged,9
arrangement,4
arrangements,6
array,2
arrayed,1
arrest,8
arrested,16
arresting,2
arrival,11
arrive,3
arrived,23
arrows,1
art,14
arteries,1
arthur,21
arthurs,3
article,7
articles,55
artificial,3
artificially,1
artillery,1
artisans,19
artisanscarpenters,1
artist,1
artistic,3
arts,13
as,2029
ascend,2
ascended,3
ascertain,2
ascertained,1
ascertaining,3
ascii,2
ascribe,1
ascribed,4
ascribing,1
ash,2
ashamed,5
ashburton,1
ashen,2
ashes,8
ashore,2
asia,2
aside,37
asis,1
ask,43
askance,1
asked,103
asking,12
asks,3
asleep,5
aspect,4
aspects,11
asperity,1
aspirations,2
aspired,1
assail,1
assailants,1
assailed,7
assassination,2
assassins,2
assault,7
assaulted,2
assemble,3
assembled,21
assemblies,19
assembliesthe,1
assembling,1
assembly,30
assemblycoincident,1
assemblymen,1
assent,5
assented,2
assenting,1
assert,3
asserted,10
asserting,2
assertion,2
asset,1
assign,2
assigned,2
assimilate,1
assimilated,1
assist,2
assistance,30
assistancesee,1
assistant,18
assistants,3
assisted,3
assisting,2
assizes,7
associate,5
associated,17
association,11
associations,1
assume,10
assumed,11
assumes,1
assumption,12
assurance,3
assure,9
assured,13
assuredly,1
assures,1
assuring,3
asterisk,1
asterisks,1
astir,1
astonished,2
astonishment,14
astor,1
astoria,2
astounded,1
astounding,11
astronomy,1
astute,5
astuteness,1
asunder,1
asylum,5
at,1467
atchison,1
ate,3
atheistical,1
athwart,1
atkinson,1
atlanta,5
atlantic,21
atmosphere,1
atone,2
atrocious,1
atrocities,3
attached,8
attaching,1
attachment,3
attack,16
attacked,21
attacking,2
attacks,15
attain,3
attained,3
attainment,2
attainments,2
attempt,29
attempted,15
attempting,5
attempts,19
attend,7
attendance,1
attendant,2
attended,4
attending,1
attention,41
attentions,3
attic,3
attica,1
attics,1
attired,1
attitude,8
attorney,3
attorneygeneral,1
attorneys,1
attract,3
attracted,10
attractions,1
attributed,1
auckland,1
auction,1
auctions,1
audiblea,1
audience,1
auditoriums,1
augment,2
augmented,2
augments,1
augury,1
august,10
augusta,2
augustine,1
aunt,2
aunts,1
auspices,1
auspiciously,1
austin,1
australia,5
australian,2
australians,1
austria,6
austriahungary,1
author,12
authorities,28
authority,53
authorization,1
authorize,3
authorized,21
authorizing,14
authors,8
autobiography,5
autocratic,2
autocrats,2
autonomous,1
autonomy,5
autumn,16
autumnal,2
auxiliaries,1
avail,3
available,7
avalanche,1
avarice,1
ave,1
avenue,6
average,5
averred,2
averse,6
aversion,2
avert,4
averted,4
averting,1
avoid,13
avoided,7
avoiding,3
avowed,7
await,1
awaited,1
awaiting,5
awake,4
awaken,1
awakened,5
award,1
awarded,2
awardwinning,1
aware,15
away,157
awful,5
awfully,1
awkward,3
awoke,1
ax,4
axiom,2
ay,2
azure,1
b,11
ba,1
babcock,1
babes,1
baboon,4
baby,2
bache,1
bachelor,7
bachelors,1
back,168
backed,1
backgammon,1
background,4
backi,1
backing,1
backward,9
backwater,2
backwaters,1
backwoods,2
backwoodsman,1
backwoodsmen,1
bacon,7
bad,23
bade,3
badge,1
badges,2
badly,4
baffled,5
baffling,1
bag,9
baggage,1
baggers,1
bagging,1
baggy,2
bags,1
bail,1
baits,1
baked,1
baker,42
bakers,2
bakeshops,1
baking,1
balance,25
balanced,3
balancesit,1
balancing,2
bald,2
baldly,1
baldwin,1
baleful,1
bales,2
balked,2
ball,5
ballads,1
ballarat,6
ballasted,1
ballot,22
balloted,1
balloting,1
ballotnot,1
ballots,1
balls,1
balmoral,4
baltimore,14
baltimores,1
balustraded,1
balzac,1
ban,4
bancroft,2
band,17
banda,1
bandage,1
bandaged,1
bandages,1
banded,2
bandit,1
banditti,1
bands,4
bandy,1
bang,2
banged,1
banished,3
banishment,1
bank,63
bankencouraged,1
banker,11
bankers,11
bankif,1
bankin,1
banking,22
bankingfrom,1
bankmacdonald,2
bankrupt,3
bankruptcy,4
banks,38
bankthe,1
banner,3
banners,1
banquet,1
baptists,3
bar,17
barbadoes,1
barbara,2
barbarism,1
barbed,1
barber,2
bare,4
barest,2
bargain,7
bargained,1
bargaining,1
bark,2
barks,1
barmaid,3
barometric,1
baron,1
baronial,3
barony,1
barque,3
barre,2
barred,9
barredtailed,1
barrel,1
barren,1
barricade,1
barricaded,1
barrier,1
barriers,4
barrington,2
barrow,1
barry,1
bars,6
barter,1
bartered,1
bartering,2
barton,1
baryta,1
base,6
based,15
baser,1
bases,1
bashful,1
basin,4
basins,1
basis,20
basket,1
basketchair,3
basketful,1
bassett,3
bastille,2
bath,2
bathroom,1
bathsponge,1
bathtubs,1
battered,4
batteries,1
battle,58
battleand,1
battled,2
battles,11
battleship,2
battleships,4
baxters,1
bay,12
baying,2
be,1258
beacon,1
beads,1
beam,1
beamed,1
bean,1
bear,19
beard,14
bearded,1
bearhe,1
bearing,18
bearings,2
bears,7
beast,2
beasts,1
beat,7
beaten,17
beating,3
beaumarchais,2
beautiful,13
beautifully,5
beauty,8
became,122
because,62
becher,2
bechers,1
becker,1
beckoned,1
beckoning,2
become,47
becomes,8
becoming,4
bed,41
bedford,1
bedroom,18
bedrooms,3
beds,5
bedside,1
bedtime,1
bee,1
beech,1
beecher,4
beeches,11
beef,3
been,693
beer,5
befall,2
befallen,1
befell,1
befitting,1
before,352
beforebreakfast,1
beforehand,2
beg,13
began,78
beget,2
beggar,7
beggarman,1
beggary,1
begged,8
begging,7
begin,10
beginning,36
beginnings,13
begun,17
behalf,9
beheld,2
behind,65
behold,3
beige,1
being,107
beings,1
belabored,1
belated,1
beleaguered,1
belief,13
believe,44
believed,26
believes,1
believing,3
bell,20
bellicose,1
belligerent,3
belligerents,5
bellpull,5
bellrope,5
bellropes,1
bells,7
belong,4
belonged,5
belonging,5
belongs,7
beloved,2
below,10
belt,4
bench,2
bend,1
bending,3
beneath,14
benedict,4
benefactor,3
beneficent,3
beneficial,3
beneficiaries,1
beneficiary,1
benefit,12
benefited,1
benefits,1
benevolent,3
bengal,1
benjamin,13
bennington,1
bent,30
benton,2
bequeathed,1
bequest,1
berkeley,1
berks,1
berkshire,4
berlin,4
bermuda,1
berne,1
berth,1
berths,2
beryl,2
beryls,4
beseech,1
beseeching,1
beset,4
beside,29
besides,14
besieged,2
best,51
bestow,2
bet,3
bethlehem,1
betray,3
betrayal,1
betrayals,1
betrayed,5
betraying,3
bets,1
better,68
betterlined,1
betterment,2
between,209
beveridge,2
beware,1
bewildered,3
bewilderment,2
bexara,1
beyond,58
bias,1
biassed,1
bible,7
bicycling,1
bid,2
bidder,1
bide,1
bienseance,1
bier,1
big,12
bigger,1
biglow,1
bijou,1
bileshot,1
bill,72
billet,2
billion,8
billions,3
bills,27
billsmacdonald,1
billycock,1
bimetallism,1
bimetallist,1
binary,1
bind,5
binding,6
binds,1
biographical,10
biographies,3
biography,1
biology,1
birchmoor,1
bird,21
birds,6
birdsa,1
birmingham,2
birney,1
birth,1
birthday,1
birthplace,2
birthright,2
bishop,3
bishops,3
bisulphate,1
bit,5
bite,2
biter,1
biting,1
bitten,3
bitter,31
bitterest,1
bitterly,5
bitterness,11
bitternessthe,1
bizarre,4
black,54
blackest,1
blackguard,1
blackhaired,1
blackletter,1
blacklist,1
blacklisted,1
blackmailed,1
blackrobed,1
blacksmith,1
blacksmithing,1
blaine,5
blame,3
blanche,1
blanched,1
bland,1
blandallison,1
blandly,4
blankets,2
blast,3
blasted,1
blasts,1
blaze,2
blazed,4
blazers,2
blazing,2
blazoned,1
bleak,2
bleating,1
bled,1
bleeding,2
blemishes,1
blend,1
blended,1
bless,4
blessed,2
blessing,1
blessings,2
blew,4
blight,1
blind,5
blinds,5
blinked,1
bloc,1
block,5
blockade,13
blockaded,2
blockades,1
blockadesin,1
blockading,3
blocked,11
blockedbetween,1
blocks,2
blonde,1
blood,29
bloodless,2
bloodshed,3
bloodstains,3
bloodthirsty,2
bloody,6
bloom,1
bloomsbury,1
blossom,1
blot,1
blotches,2
blotted,3
blottingpaper,2
blow,28
blowing,3
blown,3
blows,4
blue,23
bluetinted,1
bluff,1
blundering,2
blunders,2
blunt,4
bluntly,3
blur,1
blurs,1
blurted,1
blush,1
bluster,1
boa,1
board,15
boarded,2
boardingschool,1
boardingschools,1
boards,5
boast,2
boasted,5
boasting,3
boat,3
boatload,2
boatmen,1
boats,5
bob,1
bobtail,1
bodes,1
bodies,10
body,55
boeuf,1
bogart,4
bogota,1
bohemia,6
bohemian,2
boiling,1
boisterous,2
bold,10
boldly,12
bolt,1
bolted,1
bolts,1
bombardment,1
bombs,1
bonanza,1
bond,18
bondage,10
bonded,1
bondholders,1
bondman,2
bondmen,12
bonds,42
bondson,1
bone,3
bones,4
bonnet,5
bonniest,1
bonny,1
bonus,1
book,42
books,22
boom,2
boomed,1
boon,3
boone,11
boonesboro,1
boonethe,1
boor,1
boot,3
bootblack,1
booted,1
bootlace,1
boots,20
bordeaux,1
border,32
bordered,2
bordermen,1
borders,10
bordersan,1
bordersno,1
bore,14
bored,3
borgeaud,1
born,14
borne,6
boroughs,2
borrow,1
borrowed,11
borrowers,3
borrowings,1
boscombe,15
bosom,2
bosoms,1
boss,1
bosses,3
boston,48
botany,1
both,148
bottle,1
bottles,2
bottom,11
bottoms,2
bought,29
boulton,1
bound,34
boundaries,12
boundary,17
bounded,2
boundless,1
bounds,8
bounties,7
bounty,1
bouquet,3
bourbon,1
bourbons,1
bow,10
bowdoin,2
bowed,9
bowie,2
bowing,2
bowls,2
bowwindow,1
box,16
boxed,1
boxer,5
boxers,2
boxes,6
boxroom,1
boxthe,1
boy,16
boycott,1
boycotted,1
boyish,2
boys,7
boysknew,1
brace,1
braced,2
bracelets,1
braddock,1
braddocks,4
bradford,1
bradley,1
bradshaw,2
bradstreet,12
bragg,2
brain,3
brainattic,1
brainfever,1
brains,3
bramblecovered,1
branch,15
branchcongressafter,1
branches,16
branchjacksons,1
branchwhen,1
branded,5
branding,1
brandy,7
brandywine,2
brass,4
brassy,1
brave,7
braved,4
bravely,1
braving,1
brawls,1
brazen,2
brazier,2
brazil,1
breach,7
breaches,1
bread,6
breadth,3
break,26
breakers,1
breakfast,18
breakfastroom,1
breakfasts,1
breakfasttable,4
breaking,19
breaks,1
breakup,3
breast,6
breastpin,1
breasts,1
breath,6
breathe,1
breathed,2
breathing,6
breathlessly,1
breckinridge,12
breckinridges,1
bred,5
breeches,1
breed,1
breeds,1
breeze,1
breezy,1
brest,1
brethren,2
brewer,1
brewing,1
briar,1
bribed,2
bribes,1
brick,2
brickish,1
bricklayers,1
bricklaying,1
bricks,5
bridal,1
bride,6
bridegroom,7
brides,3
bridge,12
bridges,2
brief,8
briefer,1
briefest,1
briefly,3
briefs,1
brigand,1
brigham,4
bright,18
brightand,1
brighten,1
brightens,1
brighter,1
brightest,2
brightlooking,1
brightly,5
brightness,1
brilliant,11
brilliantly,2
brim,2
brims,1
bring,59
bringing,16
brings,3
brink,1
briony,10
brisk,4
briskly,2
bristling,1
bristol,8
britain,54
britainthe,1
britannica,3
british,243
britishborn,2
briton,1
brixton,6
broad,29
broadbrimmed,2
broadcast,2
broadened,3
broader,2
broadest,2
broadly,2
broadsides,2
broadway,1
broke,34
broken,39
brooded,1
brook,1
brooks,2
brother,12
brotherhood,2
brotherhoods,1
brothers,2
brougham,2
brought,145
brow,7
brown,23
brownish,1
browns,4
brows,4
browsing,1
bruce,3
bruise,1
brunswick,1
brush,4
brushed,6
brushes,1
brusque,2
brutal,3
brutally,1
brute,3
brutus,1
bryan,17
bryans,3
bryant,1
bryce,3
bs,1
bt,1
buchanan,5
buck,1
buckles,1
bud,1
budge,1
budget,1
buena,1
buffalo,10
buffaloes,1
buffets,2
bugle,1
build,9
builder,2
builders,8
building,25
buildings,4
built,47
bulk,1
bulkiest,1
bulky,6
bull,1
bulldog,2
bullet,1
bullets,1
bullion,2
bulwark,1
bumping,1
bunch,1
bunchgrass,1
bundle,5
bundles,1
bunker,3
bunyans,1
buoyed,1
burden,14
burdened,3
burdens,8
burdensome,2
bureau,12
buren,8
burgess,1
burgesses,3
burglar,1
burgled,2
burgoyne,6
buried,9
burke,17
burkepaine,2
burkes,2
burlington,1
burly,1
burn,2
burned,15
burning,7
burnished,1
burnside,1
burntup,1
burnwell,7
burr,4
burrowing,2
burst,10
bursting,1
bury,1
bush,1
bushel,5
bushels,4
bushes,5
bushy,3
busier,1
business,185
businesshaworth,1
businesslike,1
businessprosperous,1
businessschafer,1
bustle,1
bustled,1
bustling,1
busy,16
busybody,1
but,1020
butchers,1
bute,1
butler,2
butte,1
butted,1
buttend,2
buttoned,3
buttoning,2
buttons,3
buy,28
buyers,2
buying,11
buzz,1
buzzing,1
by,1890
bystanders,1
byways,1
c,14
ca,2
cab,27
cabal,1
cabby,1
cabin,5
cabinet,10
cabinlincolns,1
cabins,4
cable,1
cabman,5
cabot,2
cabs,2
cactus,1
cadaverous,1
caesar,5
caesars,2
cage,1
caged,1
cain,1
cake,2
cal,1
calamities,3
calamity,7
calculate,2
calculated,9
calculation,1
calcutta,1
calder,2
caleb,1
calendars,1
calf,3
calhoun,29
calhouns,2
calhounwhile,1
calico,1
california,37
californiaa,1
californiacoman,1
californiamcmaster,1
californiamechanics,1
californian,1
californians,1
californiatime,1
californiawhy,1
californiawith,1
californy,1
calkers,1
call,80
called,100
callender,7
calling,23
callings,1
calls,6
calm,1
calmly,6
caltrops,1
calumny,1
calvin,1
camberwell,2
cambon,1
cambridge,6
camden,6
came,275
cameand,1
camelia,2
camels,1
camera,1
camp,11
campaign,56
campaigned,1
campaigner,1
campaigns,9
campaignsthe,1
campaignthe,1
campbed,1
camps,2
can,223
canada,23
canadian,3
canadians,2
canal,21
canalhaworth,1
canals,20
canalscallender,1
canalthe,1
canceled,2
cancellation,1
candid,4
candidacy,1
candidate,44
candidates,19
candle,4
candles,1
cane,3
caneand,1
canned,1
canneries,1
canning,1
cannon,4
cannot,70
canon,1
cant,13
canton,1
canvas,1
canvass,1
cap,10
capable,9
capacious,1
capacity,4
cape,2
capital,81
capitalists,10
capitalout,1
capitals,1
capitol,2
caprices,1
caps,1
captain,11
captains,8
captivating,1
capture,6
captured,12
capturing,3
car,2
caraffe,1
caravan,1
caravans,1
carbolised,1
carbuncle,6
card,6
cardboard,2
cardcase,2
cardinellvincent,1
carding,1
cards,5
care,27
cared,5
careening,1
career,20
careful,16
carefully,15
carelessly,3
cares,2
caress,1
caressing,1
cargo,3
cargoes,2
caribbean,6
caribbeanhaving,1
carl,2
carlo,1
carlyle,1
carnage,1
carnegie,3
carnival,1
carolina,84
carolinas,19
carolinians,1
carpenter,1
carpenters,6
carpentry,1
carpet,4
carpetbag,2
carpetbagging,1
carpets,1
carping,1
carree,1
carriage,21
carriagebuilding,1
carriagesweep,1
carried,104
carriedthere,1
carriers,5
carries,3
carry,36
carrying,28
cars,6
carson,1
cart,2
carta,1
carte,1
carteret,1
carterets,1
cartier,1
cartoon,5
carts,1
cartwrights,1
carved,1
carving,2
cascade,1
case,154
casebook,1
caseful,1
casemcmaster,1
cases,43
casesbut,1
cash,7
cashbox,1
cashier,2
casket,1
cast,26
caste,1
casting,4
castiron,1
castle,1
castoff,1
casual,2
casualties,1
cat,3
cataclysm,2
cataclysms,1
cataloguers,1
catastrophe,2
catch,12
catching,2
catchwords,1
catechism,1
catechisms,1
category,1
cathedral,1
catherine,3
catholic,3
catholics,8
catlike,1
cattle,21
cattlemen,1
caucus,8
caucuses,1
caught,25
cause,83
causeamong,1
caused,15
causes,13
causeslaverywas,1
causing,4
caustic,4
caution,3
cautioned,1
cautious,4
cautiously,1
cavalier,1
cavaliers,1
cave,1
caved,1
cd,1
cease,4
ceased,7
ceaseless,1
ceases,1
cedar,1
cedars,3
ceded,7
ceding,2
ceiling,10
celebrate,1
celebrated,13
celebrates,1
celebrating,1
celebrations,1
celebres,1
celerity,2
celestial,2
cell,2
cellar,14
cellarsomething,1
cells,2
celtic,2
cement,1
censor,2
censorship,4
censure,3
census,4
cent,10
centennial,1
center,21
centered,3
centers,19
central,16
centralization,2
centralized,2
centre,16
centred,1
cents,10
centuries,3
century,70
cereals,1
ceremonies,1
ceremony,7
certain,55
certainly,54
certainty,6
certificates,3
cervera,1
cessation,1
cession,10
cest,2
ch,3
chadwick,3
chafe,1
chafed,2
chaff,1
chaffed,1
chaffering,2
chagrin,3
chagrined,3
chain,12
chains,2
chair,55
chairman,2
chairs,5
chalk,1
chalkpit,1
chalkpits,1
challenge,15
challenged,4
challenging,2
chamber,22
chamberlain,1
chambers,4
champ,1
champagne,1
champion,3
championed,4
champions,2
champs,1
chance,33
chanced,1
chancellor,2
chances,3
chandeliers,1
change,35
changed,16
changers,1
changes,14
changesas,1
changing,9
channel,4
channels,4
channing,5
chaos,5
chap,5
chaps,5
chapter,30
chaptermeasures,1
chapters,1
character,59
characterdummy,1
characterises,1
characteristic,7
characteristics,8
characterize,1
characterized,10
characters,7
charcoal,2
charge,22
charged,17
charges,6
charging,1
charing,2
charity,2
charles,24
charleston,21
charlestonamong,1
charm,3
charming,7
charred,1
charter,29
chartered,9
chartering,1
charters,9
chase,8
chased,1
chasing,2
chasm,1
chat,1
chateauthierry,1
chatham,3
chattanooga,3
chatted,1
chattel,6
chatting,1
cheap,10
